#{"t_start": 1768828224.5507534, "env_id": "None"}
r,l,t
-600.0,600,14809.8761
-600.0,600,14820.002673
-600.0,600,14832.901264
-600.0,600,14834.035746
-600.0,600,14882.642669
-600.0,600,14926.463354
-600.0,600,14963.004997
-600.0,600,15042.880507
-346.0,347,15119.871514
-600.0,600,15144.519432
-600.0,600,15154.399957
-600.0,600,15167.481793
-600.0,600,15168.604492
-600.0,600,15217.370404
-600.0,600,15298.156607
-600.0,600,15378.240207
-600.0,600,15456.439148
-600.0,600,15481.308657
-600.0,600,15491.433494
-600.0,600,15504.173368
-600.0,600,15505.274908
-600.0,600,15554.459074
-1207.0,208,15573.446905
-600.0,600,15635.246545
-600.0,600,15716.361343
-600.0,600,15818.575138
-600.0,600,15828.618534
-600.0,600,15841.308059
-600.0,600,15842.416723
-600.0,600,15891.139867
-600.0,600,15910.30884
-600.0,600,15972.001101
-600.0,600,16051.887582
-600.0,600,16154.742931
-600.0,600,16164.771637
-600.0,600,16177.46828
-600.0,600,16178.547048
-600.0,600,16227.100199
-600.0,600,16246.076659
-600.0,600,16501.941209
-600.0,600,16580.781418
-600.0,600,16681.753992
-600.0,600,16692.083142
-600.0,600,16704.88338
-600.0,600,16706.024367
-600.0,600,16754.827699
-600.0,600,16774.015227
-1012.0,13,16781.244676
-600.0,600,16835.967426
-600.0,600,16915.727777
-600.0,600,17017.394301
-600.0,600,17027.457261
-600.0,600,17040.364444
-600.0,600,17041.513922
-600.0,600,17090.720624
-600.0,600,17117.617911
-600.0,600,17172.016163
-600.0,600,17252.429817
-600.0,600,17355.237096
-600.0,600,17365.342643
-600.0,600,17378.229711
-600.0,600,17379.388653
-600.0,600,17428.308052
-600.0,600,17454.956341
-600.0,600,17509.626652
-600.0,600,17590.082685
-600.0,600,17693.1383
-600.0,600,17703.258971
-600.0,600,17716.183378
-600.0,600,17717.333533
-600.0,600,17766.41923
-600.0,600,17793.177485
-600.0,600,17848.102089
-600.0,600,17929.398329
-600.0,600,18033.184332
-600.0,600,18043.525345
-600.0,600,18056.836082
-600.0,600,18057.921954
-600.0,600,18107.349032
-600.0,600,18133.953817
-600.0,600,18188.671617
-1367.0,368,18266.289145
-600.0,600,18269.700891
-600.0,600,18373.186326
-600.0,600,18383.405115
-600.0,600,18396.370946
-600.0,600,18446.985545
-600.0,600,18473.256606
-600.0,600,18527.42249
-600.0,600,18604.786829
-1002.0,3,18606.436725
-600.0,600,18608.123165
-1571.0,572,18695.436991
-600.0,600,18720.648026
-600.0,600,18733.293928
-600.0,600,18782.753831
-600.0,600,18808.887934
-600.0,600,18862.96154
-600.0,600,18942.162552
-600.0,600,18943.780622
-600.0,600,19031.796452
-600.0,600,19057.093855
-600.0,600,19069.655985
-1017.0,18,19079.738104
-1001.0,2,19080.863048
-600.0,600,19119.121687
-600.0,600,19145.375917
-600.0,600,19200.022729
-600.0,600,19278.809882
-600.0,600,19280.409483
-600.0,600,19568.139148
-600.0,600,19593.652828
-600.0,600,19617.740962
-600.0,600,19656.784348
-600.0,600,19683.513529
-600.0,600,19737.643688
-1055.0,56,19769.637677
-600.0,600,19817.074651
-600.0,600,19818.70019
-600.0,600,19905.650692
-600.0,600,19931.388942
-600.0,600,19955.379874
-600.0,600,19994.400251
-600.0,600,20021.23554
-600.0,600,20107.324148
-1269.0,270,20147.18692
-600.0,600,20155.123828
-600.0,600,20156.848994
-600.0,600,20243.516994
-600.0,600,20269.8829
-600.0,600,20294.849817
-600.0,600,20361.9069
-600.0,600,20449.292865
-600.0,600,20489.271343
-600.0,600,20497.240567
-600.0,600,20498.943386
-600.0,600,20587.450922
-600.0,600,20613.524402
-600.0,600,20638.020032
-600.0,600,20703.816753
-1040.0,41,20727.423771
-1027.0,28,20743.408968
-600.0,600,20791.860139
-600.0,600,20832.111693
-600.0,600,20840.154221
-600.0,600,20841.883813
-600.0,600,20930.551541
-600.0,600,20956.76798
-600.0,600,20981.476446
-600.0,600,21087.21578
-600.0,600,21135.087163
-600.0,600,21175.500512
-600.0,600,21183.446361
-600.0,600,21185.101895
-1017.0,18,21185.689101
-600.0,600,21273.782799
-600.0,600,21299.910267
-1017.0,18,21310.321103
-600.0,600,21324.876894
-600.0,600,21431.711261
-600.0,600,21479.269792
-600.0,600,21528.899596
-600.0,600,21531.056557
-600.0,600,21531.633338
-1306.0,307,21610.350905
-600.0,600,21621.597081
-600.0,600,21659.084135
-600.0,600,21673.804378
-1169.0,170,21710.452301
-600.0,600,21835.725542
-600.0,600,21885.372632
-600.0,600,21887.169252
-600.0,600,21887.749965
-600.0,600,21982.043488
-600.0,600,22020.968924
-600.0,600,22036.389952
-600.0,600,22073.536786
-600.0,600,22197.040911
-600.0,600,22246.22601
-600.0,600,22248.013212
-600.0,600,22248.634413
-600.0,600,22339.04426
-600.0,600,22577.32483
-600.0,600,22590.831753
-600.0,600,22625.234291
-600.0,600,22746.433808
-600.0,600,22797.949169
-600.0,600,22799.807776
-600.0,600,22800.446062
-600.0,600,22894.918683
-600.0,600,22936.397208
-600.0,600,22952.125272
-600.0,600,22991.183646
-600.0,600,23125.844892
-600.0,600,23181.171787
-600.0,600,23183.113896
-600.0,600,23183.779756
-600.0,600,23284.164575
-600.0,600,23326.390217
-600.0,600,23342.959654
-600.0,600,23383.666633
-1024.0,25,23400.149735
-600.0,600,23518.702494
-600.0,600,23573.930383
-600.0,600,23575.864984
-600.0,600,23576.53721
-600.0,600,23681.857572
-600.0,600,23726.169229
-600.0,600,23743.517197
-600.0,600,23803.438462
-600.0,600,23928.353227
-600.0,600,23989.027524
-600.0,600,23990.757598
-600.0,600,23991.355455
-600.0,600,24098.011976
-600.0,600,24142.849514
-600.0,600,24160.231514
-600.0,600,24220.077786
-1028.0,29,24238.764152
-600.0,600,24341.718776
-600.0,600,24397.413337
-600.0,600,24399.325993
-600.0,600,24399.970794
-600.0,600,24505.509756
-600.0,600,24549.883558
-600.0,600,24567.938239
-600.0,600,24651.270999
-600.0,600,24761.203438
-600.0,600,24820.522082
-600.0,600,24822.603718
-600.0,600,24823.271551
-600.0,600,24928.920443
-1025.0,26,24945.942088
-600.0,600,24972.136709
-600.0,600,24988.202935
-600.0,600,25063.051095
-600.0,600,25164.255505
-600.0,600,25220.645277
-600.0,600,25222.820559
-600.0,600,25223.547055
-600.0,600,25347.381108
-1006.0,7,25352.148666
-600.0,600,25373.36664
-600.0,600,25390.669609
-1000.0,1,25391.367908
-600.0,600,25471.456899
-600.0,600,25583.995998
-600.0,600,25645.746796
-600.0,600,25648.028387
-600.0,600,25648.809336
-600.0,600,25790.494249
-600.0,600,25814.084122
-600.0,600,25833.689808
-600.0,600,25921.289037
-600.0,600,26209.126768
-600.0,600,26264.848677
-600.0,600,26267.321657
-600.0,600,26268.135723
-600.0,600,26384.097645
-600.0,600,26401.943279
-600.0,600,26416.55216
-600.0,600,26483.641901
-600.0,600,26571.899628
-600.0,600,26620.514622
-600.0,600,26622.240504
-600.0,600,26622.816281
-600.0,600,26730.932208
-600.0,600,26748.71841
-600.0,600,26764.188482
-600.0,600,26832.410289
-600.0,600,26923.928348
-600.0,600,26974.201918
-600.0,600,26976.026825
-600.0,600,26976.636854
-600.0,600,27089.423578
-600.0,600,27108.040004
-1016.0,17,27118.291607
-600.0,600,27123.676132
-600.0,600,27191.678115
-600.0,600,27280.804233
-600.0,600,27330.372795
-600.0,600,27332.100975
-600.0,600,27332.688694
-600.0,600,27442.186372
-600.0,600,27471.255091
-600.0,600,27476.392758
-600.0,600,27546.529744
-600.0,600,27636.847196
-600.0,600,27686.588498
-600.0,600,27688.397739
-600.0,600,27689.002236
-600.0,600,27801.763805
-600.0,600,27830.182878
-600.0,600,27835.509628
-600.0,600,27904.113107
-600.0,600,27994.813665
-600.0,600,28046.431307
-600.0,600,28048.264669
-600.0,600,28048.821865
-600.0,600,28162.652407
-600.0,600,28192.1452
-600.0,600,28197.663063
-600.0,600,28268.379672
-600.0,600,28362.75485
-600.0,600,28414.729428
-600.0,600,28416.639706
-600.0,600,28417.266803
-600.0,600,28535.332686
-600.0,600,28565.773066
-600.0,600,28571.539628
-600.0,600,28644.774838
-600.0,600,28742.968779
-600.0,600,28798.339545
-600.0,600,28800.284807
-600.0,600,28800.953964
-600.0,600,28923.005828
-600.0,600,28955.109892
-600.0,600,28961.175465
-600.0,600,29038.212116
-600.0,600,29140.062872
-600.0,600,29195.368093
-600.0,600,29197.323801
-600.0,600,29197.994128
-600.0,600,29512.429744
-600.0,600,29542.815761
-600.0,600,29549.128409
-600.0,600,29623.037644
-600.0,600,29726.219622
-600.0,600,29783.911126
-600.0,600,29785.996636
-600.0,600,29786.552804
-600.0,600,29912.713108
-600.0,600,29945.278093
-600.0,600,29951.418145
-600.0,600,30034.477697
-1008.0,9,30040.177186
-600.0,600,30140.15559
-600.0,600,30197.158694
-600.0,600,30199.031796
-600.0,600,30199.643155
-600.0,600,30322.686842
-600.0,600,30354.748797
-600.0,600,30360.006571
-600.0,600,30438.642556
-600.0,600,30534.704019
-600.0,600,30590.100871
-600.0,600,30591.884287
-600.0,600,30592.452354
-600.0,600,30711.052727
-600.0,600,30741.636008
-600.0,600,30747.263222
-600.0,600,30826.424184
-1093.0,94,30887.702651
-600.0,600,30919.370656
-600.0,600,30974.275242
-600.0,600,30976.131014
-600.0,600,30976.737226
-600.0,600,31098.041394
-600.0,600,31128.844375
-600.0,600,31134.855545
-600.0,600,31276.003116
-600.0,600,31308.444304
-600.0,600,31363.043142
-600.0,600,31364.958723
-600.0,600,31365.611689
-600.0,600,31488.691839
-600.0,600,31520.342155
-600.0,600,31526.292842
-600.0,600,31677.32341
-600.0,600,31711.330243
-600.0,600,31767.867229
-600.0,600,31769.877805
-600.0,600,31770.530678
-600.0,600,31894.033609
-1212.0,213,31908.579015
-600.0,600,31925.724082
-600.0,600,31930.939795
-600.0,600,32069.505951
-600.0,600,32101.318134
-600.0,600,32155.970715
-600.0,600,32156.56069
